277,"8.2.CC","Analyze the continuities and changes of how different groups immigrated to and migrated within South Carolina. This indicator was developed to encourage inquiry into the immigration and migration patterns of different groups within South Carolina, including their economic, political, and social power to do so. This indicator also promotes inquiry into an exploration of such ideas as the expansion of slavery and hostilities with the native peoples. "
278,"8.2.E","Utilize a variety of primary and secondary sources to analyze multiple perspectives on the development of democracy in South Carolina and the United States. "
279,"Standard 3","Demonstrate an understanding of conflict and compromise in South Carolina, the Southern region, and the United States as a result of sectionalism between the period 1816–1865. "
280,"Understanding","As the nation expanded, regional differences were exacerbated creating sectionalism threatening South Carolina’s identity and American unity. South Carolina struggled to maintain its unique culture and economy throughout the Reconstruction Era. "
281,"8.3.CO","Compare the debates between South Carolina and the federal government regarding slavery, federalism, and the Constitution. This indicator was developed to encourage inquiry into the debates, heightened by Westward Expansion, over federal and state power concerning slavery, and the government’s role in protecting and securing natural rights. "
282,"8.3.CE","Examine consequences of the major Civil War military strategies. This indicator was designed to encourage inquiry into the Civil War focusing on the impacts of military strategies and major turning points on South Carolina and the U.S. "
283,"8.3.P","Analyze the Civil War Amendments (i.e., 13th, 14th, and 15th) as a turning point in the economic, political, and social structures of South Carolina. This indicator was developed to encourage inquiry into the changes that served as a catalyst for Reconstruction. The indicator was also designed to promote inquiry into how these actions affected the economic, political, and social conditions in the South. "
284,"8.3.CX","Evaluate the economic significance of agriculture on South Carolina, the U.S., and the world. This indicator was designed to encourage inquiry into the economic implications of the expansion of the rice and cotton industries. This indicator was also developed to promote inquiry into Westward Expansion, the mutually beneficial impact of cotton on Northern factories and Southern plantations, and the emerging national and international markets. "
285,"8.3.CC","Analyze debates and efforts to recognize the natural rights of marginalized groups during the period of expansion and sectionalism. This indicator was designed to encourage inquiry into the continuities and changes of the experiences of marginalized groups such as African Americans, Native Americans and women, as the U.S. expanded westward and grappled with the development of new states. "
286,"8.3.E","Utilize a variety of primary and secondary sources to analyze multiple perspectives on the effects of the Civil War within South Carolina and the United States. "
287,"Standard 4","Demonstrate an understanding of South Carolina’s role in and response to the dynamic economic, political, and social developments in the United States and around the world during the period 1862–1929. "
288,"Understanding","Beginning with Reconstruction, South Carolina searched for ways to revitalize its economy and determine the social and political status of its population. Later in the period, South Carolina both contributed to World War I and grappled with economic depression. "
289,"8.4.CO","Compare perspectives toward reform that emerged during the Progressive Era. This indicator was designed to encourage inquiry into how new state and federal Progressive legislation affected individuals and businesses in South Carolina and the U.S. The indicator was also designed to promote inquiry into the new perspectives that emerged regarding social and political change. "
290,"8.4.CE","Explain the causes and effects of World War I on South Carolina and the United States. This indicator was developed to encourage inquiry into the significant causes of World War I and the factors leading to U.S. involvement. This indicator was also developed to promote inquiry into the effects of the war, to include its impact on the homefront, migration patterns, and continued foreign policy debates. "
291,"8.4.P","Summarize the economic changes that emerged in South Carolina and the U.S. This indicator was designed to encourage inquiry into South Carolina’s changing agriculture, industry labor force, and political alignments. This indicator was also designed to promote inquiry into the relationship between South Carolina’s economy and global events, to include imperialism and World War I. "
292,"8.4.CX","Evaluate South Carolinians’ struggle to create an understanding of their post-Civil War position within the state, the country, and the world. This indicator was developed to encourage inquiry into how the former planter class, African Americans, women, and others adjusted to, gained, lost, and/or regained position and status during Reconstruction. This indicator was also written to foster inquiry into how South Carolina worked with a stronger federal government and expanding international markets. "
293,"8.4.CC","Analyze continuities and change in the African American experience in the period of Reconstruction and Jim Crow eras within South Carolina. This indicator was developed to encourage inquiry into the successes and failures of Reconstruction, beginning with the Port Royal Experiment, in South Carolina. This indicator was written to explore development of the Constitutions of 1868 and 1895 and to analyze the evolution of restrictions for African Americans from the Black Codes in 1866 through the Plessy decision in 1898. "
294,"8.4.E","Utilize a variety of primary and secondary sources to analyze multiple perspectives of the challenges and changes within South Carolina and the nation that allowed the U.S. to emerge as a global power during the time period 1862–1929. "
295,"Standard 5","Demonstrate an understanding of the impact of world events on South Carolina and the United States from 1929 to present. "
296,"Understanding","As a result of new perspectives on national security following World War I, South Carolina continues to benefit from and contribute to national and global communities. Additionally, civic participation and social change altered South Carolina’s social standing and political alignment. "
297,"8.5.CO","Compare South Carolina and U.S. wartime contributions and demobilization after World War II. This indicator was designed to promote inquiry into military and economic policies during World War II, to include the significance of military bases in South Carolina. This indicator was also developed to foster inquiry into postwar economic developments and demographic changes, to include the immigration of Jewish refugees following the Holocaust. "
298,"8.5.CE","Analyze the factors contributing to the shifts in the political party platforms between 1946–1972. This indicator was designed to foster inquiry into the changes in South Carolina’s political party platforms resulting from the Civil Rights Movement, from Elmore v. Rice to the national Democratic Party’s support of civil rights to Nixon’s Southern Strategy. This indicator also supports inquiry into the effect on South Carolina’s political party platforms resulting from the emergence of the national Republican Party’s positions on foreign policy, limited government, and free trade policies. "
299,"8.5.P","Analyze the transformation of South Carolina’s economy from the Great Depression to its current economic diversification. This indicator was designed to promote inquiry into the devastation of the Great Depression and the impact of the New Deal on a largely agricultural South Carolina. This indicator was also designed to foster inquiry into the economic diversification between World War II and the present, to include tourism, global trade and industry, and the maintenance of military bases. "
300,"8.5.CX","Analyze the correlation between the Modern Civil Rights Movement in South Carolina and the U.S. This indicator was designed to foster inquiry into the role of South Carolina in the Modern Civil Rights Movement, to include the influence of court cases such as Briggs v. Elliot and Flemming v. South Carolina Electric and Gas. This indicator was also developed to promote inquiry into the relationship between national leadership, protests, and events and South Carolina leadership, protests and events, such as the Friendship Nine and the Orangeburg Massacre. "
301,"8.5.CC","Analyze the continuities and changes in South Carolina’s identity resulting from the civic participation of different individuals and groups of South Carolinians. This indicator was developed to encourage inquiry into civic engagement, such as military service, public demonstrations, and political activism, to shape the identity of modern South Carolina. This indicator was also written to encourage inquiry into South Carolinians’ use of the court system and legislation to affect South Carolina’s post-World War II identity. "
302,"8.5.E","Utilize a variety of primary and secondary sources to analyze multiple perspectives on the cultural changes in South Carolina and the U.S. Human Geography Students study Earth’s human geography beginning with the use of maps and other geographic representations, geospatial technologies, and spatial thinking to understand and communicate geographic information. Students will examine patterns and processes of how human characteristics and activities vary across Earth’s surface and how humans understand, use, and alter the surface of Earth. Conceptual in nature rather than place specific, this course is organized systematically around the topics of population and migration geography, economic geography, cultural geography, political geography, and urban geography. Students will also learn to employ spatial concepts and landscape analysis to examine human patterns and processes and their environmental consequences. Instruction should utilize geographic thinking skills and themes developed for grade nine. The progression of developmentally appropriate geographic thinking skills begins in kindergarten and builds with each year of social studies instruction with a specific geographic focus in grades three and seven. These skills are aligned with the Profile of the South Carolina Graduate of world-class knowledge, world-class skills, and life and career characteristics. Geographic literacy and skills help students to understand past and current Earth conditions and better plan for the future. "
303,"Standard 1","Demonstrate an understanding of the characteristics, distribution, and migration of human populations on Earth’s surface. "
304,"Understanding","Human populations and migration patterns vary across Earth’s surface and change through time. The interaction between human and environmental conditions helps to explain the characteristics, spatial distributions, and movements of human populations. "
305,"HG.1.1.HS","Identify and analyze the spatial distributions and patterns of human population using maps and geographic models and representations. This indicator was developed to encourage inquiry into population distribution at different scales. This indicator also promotes inquiry into how population data is analyzed, created, and presented. "
306,"HG.1.3.HS","Analyze historical population and migration maps and models through time to predict future trends and patterns. This indicator is designed to promote inquiry into changes in fertility and mortality as observed through study of the Demographic Transition Model as it applies to different countries and regions. The Migration Transition Model also provides a framework to explore historical migration patterns and predict future ones. "
307,"HG.1.4.HS","Analyze and evaluate population and migration issues and policies from the local to the global scale using geographic models and representations. This indicator is designed to promote inquiry into the issues stemming from both aging and declining populations and policies that attempt to control population growth and decline. This indicator also promotes inquiry into large-scale voluntary migration patterns, and exploration of the economic, environmental, political, and social, conditions that then may lead to policies governing migration and pathways to citizenship, including quotas and guest worker systems. "
308,"HG.1.5.HS","Evaluate the cultural, economic, environmental, and political impacts of human migration on human settlements in various regions. This indicator is designed to promote inquiry into a broad range of impacts, both positive and negative, that human migration has on places that generate migrants, as well as those that receive migrants. This indicator is also designed to promote inquiry into how these impacts result from different types of migration including internal, international, involuntary, and voluntary, as well as how these impacts vary from place to place and at different scales. "
309,"HG.1.6.AG","Gather evidence of human population and migration, construct a map to explain current or future development issues at different scales, and communicate findings. "
310,"Standard 2","Demonstrate an understanding of the conditions, interconnections, and levels of economic development across Earth’s surface. "
311,"Understanding","Varying degrees of economic development exist across Earth and help to define and differentiate regions of the world. Communication, economic, and transportation systems are spatially organized and global interdependence results through continuous change and increasing interconnections. "
312,"HG.2.1.PR","Identify regions of varying degrees of economic development, and Economic explain the factors that influence the location and spatial distribution Development of these regions at the local and global scales using maps and geographic models and representations. This indicator was designed to encourage inquiry into the spatial distribution and measurement of development levels across the Earth. "
313,"HG.2.2.HS","Compare and evaluate different measures of development, and analyze patterns and trends in various regions of economic development. This indicator was developed to encourage inquiry into how a state measures development by analyzing economic, social, and demographic factors. This indicator also promotes inquiry into development trends. Equally important is inquiry into gender disparities. "
314,"HG.2.3.HS","Identify and analyze the spatial distributions and patterns of primary, secondary, and tertiary sectors and activities of production and consumption using maps and geographic models and representations. This indicator was developed to encourage inquiry into how different economic activities operate, how labor force involvement in each sector can help indicate development levels, and how the three economic sectors and activities of production and consumption are distributed at various scales. This indicator also promotes inquiry into changing gender roles throughout all sectors of the economy. "
315,"HG.2.4.PR","Explain the conditions and connections that contribute to global interdependence of communications, economic, and transportation systems. This indicator was developed to encourage inquiry into the location- specific advantages in economics, communication, and transportation, and how these have changed over time. This indicator also promotes inquiry into the costs and barriers of economic development. "
316,"HG.2.5.ER","Analyze the distribution and patterns of energy production and consumption over time, and evaluate the impacts and sustainability of different energy sources at varying scales. This indicator was developed to encourage inquiry into the distribution of patterns that illustrate energy production and consumption by countries at different levels of development and over time. This indicator also promotes inquiry into how the development of alternative energy sources impact places of production and consumption over time. "
317,"HG.2.6.AG","Gather evidence of economic development, construct a map to explain current or future development issues at different scales, and communicate findings. "
318,"Standard 3","Demonstrate an understanding of the characteristics of culture and cultural patterns and processes across Earth’s surface. "
319,"Understanding","There are many regional variations of culture and cultural patterns and processes which lead to varying levels of cultural isolation and interaction. Ethnic, linguistic, and religious cultural characteristics create unique cultural landscapes across Earth’s surface. "
320,"HG.3.1.HS","Identify the characteristics of popular and folk culture, and explain the factors that influence the location and spatial distribution of these types of culture at the local and global scales using maps and geographic models and representations. This indicator was developed to encourage inquiry into how popular and folk cultures are characteristically different and how they vary from place to and from time to time. This indicator also promotes inquiry into how factors influence the location and spatial distribution of these types of cultures. "
321,"HG.3.2.HS","Identify and analyze the spatial distribution, patterns, and diffusion of ethnic, linguistic, and religious cultural characteristics using maps Cultural and other geographic representations. Patterns and Processes This indicator was developed to encourage inquiry into cultural characteristics and patterns in different regions and at different scales across the world. This indicator also promotes inquiry into the processes driving cultural diffusion and how it impacts places at different scales. "
322,"HG.3.3.PR","Analyze and explain the conditions and connections that create ethnic, linguistic, and religious patterns at varying scales. This indicator was developed to encourage inquiry into how cultural characteristics are determined by a broad range of factors and interactions specific to a place. "
323,"HG.3.4.HS","Investigate and evaluate the cultural conditions in different regions that play a role in cooperation and conflict over time. This indicator was developed to encourage inquiry into how increasing interdependence has brought different cultural groups greater contact with each other and the ways in which this contact shapes interactions. "
324,"HG.3.5.PR","Compare and contrast cultural landscapes in various regions, and analyze the human imprint on different landscapes. This indicator was developed to encourage inquiry into how popular and traditional culture shaped landscapes differently. This indicator also promotes inquiry into the ways in which cultural landscapes can be interpreted. "
325,"HG.3.6.AG","Gather evidence of cultural patterns and processes, construct a map to explain current or future development issues at different scales, and communicate findings. "
326,"Standard 4","Demonstrate an understanding of how cooperation and conflict among people influence the division and control of Earth’s surface. "
327,"Understanding","Earth is globally interdependent, yet locally controlled. Through forces of globalization and regional variations, Earth’s territorial divisions are capable of cooperation or conflict that result in continual change of the modern state system. "
328,"HG.4.2.PR","Explain the conditions and connections that contribute to the creation of boundaries and states, and analyze how Earth’s surface is organized on a contemporary political map. This indicator was developed to encourage inquiry into the different types of boundaries that exist between countries and how these boundaries are created and administered. This indicator also promotes inquiry into how the contemporary political map is organized and how it has changed over time. "
329,"HG.4.3.PR","Analyze and evaluate the conditions and connections that have contributed to the development of the modern state system and the rise of supranationalism in various regions. This indicator was developed to encourage inquiry into how the modern state (i.e., country) system developed. This indicator also encourages inquiry into how ideas of autonomy, sovereignty, and self-determination can affect geopolitical developments. "
330,"HG.4.4.PR","Analyze how states spatially organize governance systems, and explain the distribution and patterns of these political systems in various regions. This indicator was developed to encourage inquiry into the range of ways that countries spatially organize their governments. This indicator also encourage inquiry into how the United States has organized its federal system to provide for democratic representation. "
331,"HG.4.5.HS","Explain how forces of globalization and regional variations in resources can create opportunities for change, conflict, and cooperation for the control of Earth’s surface. This indicator was designed to encourage inquiry into how globalization and resource competition results in changes to the political map. This indicator also promotes inquiry into how globalization can create both cooperation and conflict. "
332,"HG.4.6.AG","Gather evidence on boundary issues at different scales, construct a map to explain changes in control over people, land, or resources, and communicate findings. "
333,"Standard 5","Demonstrate an understanding of the distribution, function, patterns, and processes of human settlement across Earth’s surface. "
334,"Understanding","Human settlements, both urban and rural, vary according to their distribution, function, and patterns. Human settlements and the processes of urban development result in continual change of the urban landscape. "
335,"HG.5.1.PR","Identify and explain the conditions and connections that influence Urban Land the characteristics, forms, and functions of cities and their spatial Use distribution. This indicator was designed to encourage inquiry into the location of cities, including a city’s site and its situation relative to other places. This indicator also prompts inquiry into geographic factors that define a city’s built characteristics and its functions, as well as its connections to other cities. "
336,"HG.5.2.PR","Analyze and compare the arrangement of land used in human settlements in different regions using maps, models, and representations. This indicator was designed to promote inquiry into how the spatial distribution of cities can be explored through geographic models and a broad range of visual representations. This indicator also promotes inquiry into how the internal structure of cities, such as its transportation systems and particular land uses, has changed over time. "
337,"HG.5.3.ER","Identify and evaluate how the conditions and connections of settlements in various regions can create economic, environmental, political, social, and sustainability challenges at various scales. This indicator was designed to promote inquiry into the challenges faced by settlements in both urban and rural areas such as employment opportunities, effective governance, and appropriate infrastructure. This indicator also promotes inquiry into sustainability challenges cities face related to energy use, resource availability, and waste/pollution. "
338,"HG.5.4.HS","Explain and analyze how distribution and patterns of urban size and hierarchy shapes the design, planning, and structure of other human settlements. This indicator was designed to promote inquiry into how city size relates to the opportunities, goods, and services available there, and how those same features impact similar offerings in cities larger and smaller. This indicator also promotes inquiry into the ways in which geographic models can be used to analyze the structure, design, and planning of settlements. "
339,"HG.5.5.PR","Analyze and evaluate the connections between rural and urban regions and their impact on globalization at different scales. This indicator was designed to promote inquiry into how core and periphery regions differ in urban population and how these differences create distinct land use and cultural patterns. This indicator was also designed to promote inquiry into the specific relationship between urban and rural areas concerning food production and consumption. "
340,"HG.5.6.AG","Gather evidence on human settlements, construct a map to explain processes, patterns and functions in various regions, and communicate findings. Modern World History Students will study the history of the Modern World in grade ten, beginning with the time period of 1300 to present. Students will begin by learning about the emergence of the Modern World from 1300–1500, global affairs and interactions (1450– 1815), the rise of the new governments and competition in the global community (1815–1918), the emergence of new world powers (1885–1950), and the world from World War II to present day (1933–present). Students will learn all Modern World History through the lens of inquiry in order to study the world that trade created, which led to the influence of interactions of various changes to culture, governments, ideas, innovation, people, religion, and revolution with an intent to create a citizen who has a global perspective. Instruction should utilize the historical thinking skills and themes developed for grade 10. The progression of the developmentally appropriate historical thinking skills begins in kindergarten and builds with each year of history instruction. These historical thinking skills are aligned with the Profile of the South Carolina Graduate of world-class knowledge, world-class skills, and life and career characteristics. The indicators of standard one represent the skills utilized by students in each grade level to further explore the content. These skills have been deconstructed to aid in the scaffolding of student thinking and are not to be taught in isolation. The Social Studies grade-level standards can be categorized into content- and discipline-specific themes. These themes allow for connections to be made between content when teaching chronologically, the ability to teach thematically rather than chronologically, and to support project- or problem-based learning. "
341,"Standard 1","Demonstrate an understanding of the emergence of the modern world during the period of 1300–1500. "
342,"Understanding","The emergence of the modern world was a result of exploration, the development of international trade networks, and regional economic, political, and social systems. These new ideas and understandings of the world led to innovation and change. "
343,"MWH.1.CO","Compare and contrast the major political, social, and belief systems and their spatial distribution in the early modern world. This indicator was developed to encourage inquiry into the mosaic of the modern world between 1300 and 1500 focusing on the foundational understanding of Buddhism, Christianity, Confucianism, Daoism, Hinduism, Islam, and Judaism as well as highlight the development of early kingdoms, empires, and nation states. "
344,"MWH.1.CE","Examine the causes and effects of the events surrounding the Emergence Renaissance on the rise of Europe. "
345,"MWH.1.P","Summarize the motivations of worldwide exploration and the influence of exploration on world civilizations. This indicator was developed to encourage inquiry into the interactions between the European countries, pre-Columbian societies, the world-wide enslavement of native peoples, as well as individual Asian societies focusing on trade, exploration, and the emergence of an imperial world. "
346,"MWH.1.CX","Contextualize the Indian Ocean as the center of global exchanges within the historically significant Eastern Hemisphere trade networks. This indicator was developed to encourage inquiry into how the emergence of the Indian Ocean trade route, the Silk Road, and the power shifts between different groups happened as a result of economies, politics, population, resources, and technology. "
347,"MWH.1.CC","Analyze continuities and changes within the rise and expansion of the Ottoman Empire and its implications on the world. This indicator was developed to encourage inquiry into the changes that are facilitated through shifts in economic systems, the strength of government, access to technology, and the strength of leaders in the Ottoman Empire. Further inquiry into the continuities and changes of the emergence, expansion, and significance of the Ottoman Empire, pre-Columbian societies, Asian societies, and Africa in the world during the period is also encouraged. "
348,"MWH.1.E","Utilize a variety of primary and secondary sources to analyze multiple perspectives of global exchanges. "
349,"Standard 2","Demonstrate an understanding of the effects of commerce, innovation and expansion on global affairs and interactions during the period of 1450–1815. "
350,"Understanding","Global events are characterized by interaction within and between societies. Types of economic factors, expansion, government, and innovation sought to define and differentiate regions of the world. "
351,"MWH.2.CO","Compare and contrast the philosophies and practices of absolutism to the philosophies and practices of constitutional democracies. This indicator was developed to encourage inquiry into political philosophies including monarchies, constitutional governments, Commerce, autocracies, and democracies, and their impact on global affairs Innovation, during the age of commerce, expansion, and innovation. "
352,"MWH.2.CE","Summarize how major world revolutions created new global affairs and interactions. This indicator was developed to encourage inquiry into the causes of the new American democratic political institutions of the 18th century and their subsequent impact on the various political revolutions and institutions throughout the western hemisphere during the 19th century. "
353,"MWH.2.P","Analyze significant developments resulting from colonists in the Western Hemisphere applying the principles of the Enlightenment in the creation of the new political institutions during the period 1765–1815. This indicator was developed to encourage inquiry into the European Enlightenment, and how the ideas of the Enlightenment led to the British, American, French, Haitian, and Latin American Revolutions. "
354,"MWH.2.CX","Contextualize the impact of the Scientific Revolution and Enlightenment in expanding global interactions in commerce and innovations. This indicator was developed to encourage inquiry into the revolutionary events, scientific and political innovators, and the philosophies surrounding the Scientific Revolution, the Enlightenment, and the Protestant Reformation in Europe. "
355,"MWH.2.CC","Examine the continuities and changes in the development of world trade networks and colonialism. This indicator was developed to encourage inquiry into Atlantic exploration, colonialism, trade networks among African kingdoms and the increasing interaction between Asian countries due to trade. "
356,"MWH.2.E","Utilize a variety of primary and secondary sources to analyze multiple perspectives on global interactions. "
357,"Standard 3","Demonstrate an understanding of how the development of nationalism and industrialization affected the rise of new governments and competition in the global economy from 1815–1918. "
358,"Understanding","The rise and spread of imperialism and nationalism affected the landscape of and interactions between international entities during the 19th century. Factors such as cultural change, industrialism, nationalism, and revolution led to a worldwide shift which ultimately resulted in world war. "
359,"MWH.3.CO","Compare the significant turning points in the development of nationalism and their implications on the world. This indicator was developed to encourage inquiry into imperialism, World War I and the development of nationalism on the world. "
360,"MWH.3.CE","Analyze industrialization as a catalyst for new immigration and migration patterns. This indicator was developed to encourage inquiry into the causes and effects of immigration and forced migration throughout the world. "
361,"MWH.3.P","Summarize the installation of new governments during the Meiji Restoration, Russian Revolution, and Chinese Revolution. This indicator is intended to encourage inquiry into revolution and the challenges faced by the Chinese, Russian, and Meiji following the adoption of new government systems. "
362,"MWH.3.CX","Contextualize industrialization within the various cultural and political changes occurring during the 19th century. This indicator was developed to encourage inquiry into how industrialization in Great Britain, the United States, and Germany between the Napoleonic Wars and World War I gave context for changes that occurred during the period. "
363,"MWH.3.CC","Analyze continuities and changes in the quality of life in Europe resulting from industrialization. This indicator was developed to encourage inquiry into the continuities and changes in the quality of life of various industrial countries, including changes caused by technology, the creation of new sports and leisure activities, and urbanization and work-life. "
364,"MWH.3.E","Utilize a variety of primary and secondary sources to analyze multiple perspectives related to the development of nationalism and industrialization. "
365,"Standard 4","Demonstrate an understanding of how international competition and conflict realigned global powers during the time period of 1885–1950. "
366,"Understanding","Emerging global power led to an era of worldwide competition, innovation, and struggle. A shift in economics, power, and technology World contributed to global warfare ushering in a landscape marked by political change. "
367,"MWH.4.CO","Explain the motives for and effects of European countries in the Age of Imperialism. This indicator was developed to encourage inquiry into the demand for natural resources in order to fuel industrialization, the rise of nationalism, and the increasing economic and political competition between countries. The indicator was also developed to promote inquiry into how countries competed for lands to imperialize in order to fulfill their economic needs. "
368,"MWH.4.CE","Analyze the significant causes of World War I and how the Treaty of Versailles attempted to resolve future global conflicts. This indicator is intended to encourage inquiry into the significant causes of World War I and the impacts of the Treaty of Versailles, including its failure to prevent future global conflicts. "
369,"MWH.4.P","Summarize the significant technological innovations that led to the realignment of global powers. This indicator is intended to encourage inquiry into how the development of industrialization and wartime technologies led to the realignment of global powers. "
370,"MWH.4.CX","Contextualize World War II and the Holocaust within local and global economic, political, and social developments from 1919– 1950. This indicator is intended to encourage inquiry into the relationship between World War II and interwar foreign policies, global business cycles, the rise of totalitarian regimes, and postwar alliances. This indicator was also developed to promote inquiry into the relationship between the Holocaust as state-sponsored systematic persecution and interwar totalitarianism, nationalism, economic turmoil, and World War II. "
371,"MWH.4.CC","Analyze significant political and economic developments as catalysts for changing the global power structures. This indicator was developed to encourage inquiry into how new political ideas, events, leaders, and movements set the stage for a shift in power structures after World War II. "
372,"MWH.4.E","Utilize a variety of primary and secondary sources to analyze multiple perspectives during the Age of Imperialism and among countries in world conflicts. "
373,"Standard 5","Demonstrate an understanding of the Modern Age from 1933 to present day. "
374,"Understanding","The Modern World is a mosaic that combines economics, geography, politics, religion, and social aspects. The interconnectedness of world communities allowed for diverging political ideologies and led individual countries to grapple with questions of personal liberty and political rights. "
375,"MWH.5.CO","Compare the cultural, economic, and political implications of the Cold War. This indicator was developed to encourage inquiry into the roots of democratic and communist ideals and how their influence spread through the modern world after the end of World War II. "
376,"MWH.5.CE","Analyze significant developments resulting from post-war decolonization in Asia and Africa in the creation of the new countries during the period 1945–1975. This indicator was developed to encourage inquiry into how the effects of decolonization and the subsequent rebuilding of the once colonized world changed the landscape of economic, geographic, political, and social affairs. "
377,"MWH.5.P","Summarize the interconnections between the United States and the world community through major cultural, economic, and political Integration changes. This indicator was developed to encourage inquiry into how various international organizations were created and impacted the world through their work and the interconnectedness between the fall of communism, the emergence of democracies, and the new threats to security from rogue groups. "
378,"MWH.5.CX","Examine the Holocaust and its aftermath in providing the context for subsequent developments in international efforts to recognize and protect human rights. This indicator was intended to encourage inquiry into the human experience by examining the nature of oppression, civil war, and genocide. This indicator also supports inquiry into the struggle for civil rights and international efforts to protect human rights in the modern world. "
379,"MWH.5.CC","Contextualize the major economic, geographical, political, religious, and social factors and their impact on nations during the period 1989–present. "
380,"MWH.5.E","Utilize a variety of primary and secondary sources to analyze multiple perspectives of international events. United States History and the Constitution In the United States History and the Constitution course, students will employ the skills of a historian to explore the foundation of the American Republic and the expansion and disunion of the United States. Students will investigate the impact of American industrialism and capitalism, including being drawn into world wars, on American politics and geopolitics. Through the lens of the Cold War, students will study the contemporary era including the age of technological development, increased civic participation, and political party realignment. Instruction should utilize the historical thinking skills and themes developed for grade 11. The progression of developmentally appropriate historical thinking skills begins in kindergarten and builds with each year of history instruction. These historical thinking skills are aligned with the Profile of the South Carolina Graduate of world-class knowledge, world-class skills, and life and career characteristics. The indicators of standard one represent the skills utilized by students in each grade level to further explore the content. These skills have been deconstructed to aid in the scaffolding of student thinking and are not to be taught in isolation. The Social Studies grade-level standards can be categorized into content- and discipline-specific themes. These themes allow for connections to be made between content when teaching chronologically, the ability to teach thematically rather than chronologically, and to support project or problem based learning. These themes also allow students the opportunity to create change by engaging in civic participation. "
381,"Standard 1","Demonstrate an understanding of the influence of the Atlantic World on the regional and national development of republicanism and federalism from 1607–1815. "
382,"Understanding","The economic attachment to the Atlantic nurtured the gradual cultural separation of the British North American colonies from the rest of the British Empire in the 17th century. The North American colonies united politically through the 18th century and this ultimately resulted in a proud American Republic which utilized Enlightenment ideals to realize a complete constitutional revolution by 1815. "
383,"SHC.1.CO","Analyze the development of the American identity through the founding principles and social and economic development of the Northern and Southern colonies from 1607–1763 using a comparative analysis. This indicator was developed to encourage inquiry into a comparison of how the distinct geographic regions of the colonies impacted the early trans-Atlantic economy as well as perspectives on government. This indicator was written to encourage inquiry Foundations into how these differences prompted the thirteen colonies to see of American themselves as exceptionally American by 1754. "
384,"SHC.1.CE","Assess the major developments of the American Revolution through significant turning points in the debates over independence and self-government from 1763–1791. This indicator was developed to encourage inquiry into the relative causes and effects of the American Revolution through an analysis of the political and social progression of colonial desires for reform to colonial desires for independence. In addition, this indicator encourages inquiry into the impact of early founding documents such as the Declaration of Independence, the Articles of Confederation, the Constitution, the Federalist Papers and the Bill of Rights. "
385,"SHC.1.P","Summarize the changing relationship between individuals and the government during the period 1607–1800. This indicator was developed to encourage inquiry into how the concept of federalism took hold in the early United States. In addition, this indicator promotes inquiry into the progression from a nation skeptical of a strong central government to a nation accepting of a division of power between the states and federal government. "
386,"SHC.1.CX","Contextualize significant republican developments within North America’s connection to the Atlantic World. This indicator was developed to encourage inquiry into events in North America and Europe that sparked ideas of republicanism in the British colonies. This indicator was developed to encourage inquiry into how republican ideals helped some citizens, though marginalized groups still sought better opportunities and treatment. "
387,"SHC.1.CC","Analyze the processes of continuity and change in the debates over the proper role of the central government and neutrality in foreign affairs from 1789–1815. This indicator was developed to encourage inquiry into the continued debates over the role of the federal government in the affairs of states and citizens as evidenced in the development of the two party system. In addition, this indicator supports inquiry into the relationship of the United States with Europe and Native Americans in the west. "
388,"SHC.1.E","Utilize primary and secondary sources to investigate the impact of the Atlantic influence in the regional and national development of Republicanism and Federalism. "
389,"Standard 2","Demonstrate an understanding of the relationship between economic and continental expansion and the evolving disagreements over natural rights and federalism from 1803–1877. "
390,"Understanding","The antebellum period is comprised of technological and social developments which contributed to dissolution during the Civil War and reunion of the United States during Reconstruction. The expansion of the United States served as a catalyst for sectionalism in the early 19th century as well as the Expansion reconciliation between federalism and preserving natural rights with compromises and Union before, during, and after the Civil War. "
391,"SHC.2.CO","Compare the economic, political, and social, development of the antebellum North and South from 1803–1860 using a comparative analysis. This indicator was developed to encourage inquiry into sectionalism through an analysis of the emergence of a national market, changes in the two-party system, and effects on marginalized groups. Inquiry into the regional interdependence exemplified by the relationship between the cotton industry in the South and the factory system of the North is also supported by the indicator. "
392,"SHC.2.CE","Evaluate the causes and consequences of economic and geographic expansion through significant turning points from 1803–1865. This indicator was developed to encourage inquiry into the causes of American expansion, such as a growing and diversifying population and the expansion of the plantation economy. This indicator promotes inquiry into the relationship between sectionalism and political compromise, culminating in the Civil War. "
393,"SHC.2.P","Summarize the impact of technological changes and social developments on the U.S., including the Civil War, during the period 1815–1865. This indicator was developed to encourage inquiry into how technology fostered the growth of the cotton industry, the factory system, and urban centers. In addition, this indicator facilitates inquiry into how the Abolitionist Movement and Women’s Rights Movements encouraged reforms. "
394,"SHC.2.CX","Contextualize the perspectives on the role of the federal government in securing natural rights during the period 1830– 1877. This indicator was developed to encourage inquiry into how events such as the Indian Removal Act, the Civil War, and Reconstruction prompted examination of the federal government's role in protecting natural rights. In addition, this indicator supports inquiry into instances where disputes arose over the power of the federal government over state governments. "
395,"SHC.2.CC","Differentiate the patterns of continuity and change within the development of sectionalism and reunion. This indicator was developed to encourage inquiry into how the legislative and judicial branches responded to sectionalism, emancipation, westward expansion, and early industrialization. Inquiry into Reconstruction as a significant political and social turning point in United States history is supported by this indicator. "
